P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.12,2.04,1.31,2.68,2.34,134.5526,134.5526,134.5527,867.7,867.7,867.7,913.2,913.2,913.2,14.6,-24.08,3.87,10.66,0.098,0,0.1,0,0.99,1.05,6012,1.292244,-0.046,,,,19.7084,49.1304,-32.1,5.7122,2,0,0.841,1.97,-2.32,-0.13,-0.2,0.3,0.26,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.77,1.64,1.09,1.78,1.71,68.84988,68.8499,68.84991,733.9,733.9,733.9,774.9,774.9,774.9,5.2,-22.86,3.11,17.78,0.137,0,0.14,0,0.99,1.05,6012,1.292244,-0.046,,,,19.7084,49.1304,-31.3,4.0853,2,0,0.841,1.97,-2.25,-0.15,-0.51,0.3,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.14,1.46,1.02,1.48,1.47,725.9891,725.9891,725.9893,1322.4,1322.4,1322.4,1361.4,1361.4,1361.4,3.2,-25.18,2.77,3.28,0.045,0,0.04,0,1.05,1.05,6209,1.470128,-0.081,,,,19.7901,49.0844,-33.9,12.4592,2,0,0.886,2.068,-2.42,-0.16,-0.95,0.28,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.72,1.79,1.17,2.09,1.94,121.4982,121.4982,121.4982,845.8,845.8,845.8,888.7,888.7,888.7,7.8,-23.68,3.41,12.52,0.11,0,0.11,0,1.05,1.05,6209,1.470128,-0.081,,,,19.7901,49.0844,-32,5.0886,2,0,0.886,2.068,-2.31,-0.14,-0.44,0.3,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.1,1.3,0.96,1.25,1.27,5.203308,5.203308,5.203308,384.8,384.8,384.8,421.8,421.8,421.8,2,-19.54,2.47,37.82,0.201,0,0.2,0,0.75,0.69,4710,0.210219,0.247,,,,19.8195,49.9816,-28.5,1.8295,2,0,0.364,0.89,-1.62,-0.16,-0.48,0.37,0.51,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.59,1.2,0.93,1.11,1.15,3.284207,3.284207,3.284208,343,343,343,378.6,378.6,378.6,1.5,-18.87,2.28,53.58,0.253,0,0.25,0,0.75,0.69,4710,0.210219,0.247,,,,19.8195,49.9816,-28,1.4534,2,0,0.364,0.89,-1.42,-0.17,-0.53,0.4,0.62,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.31,1.13,0.91,1.02,1.08,36.61884,36.61884,36.61885,626.7,626.7,626.7,661.4,661.4,661.4,1.2,-21.37,2.15,2.73,0.03,0,0.03,0,0.54,0.47,3591,0.032957,0.207,,,,19.5783,47.9085,-30.7,8.3564,2,0,0.148,0.383,-2.01,-0.17,-0.9,0.31,0.33,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.81,1.41,1,1.41,1.41,3.72985,3.72985,3.729851,354.1,354.1,354.1,392.5,392.5,392.5,2.8,-19.36,2.68,14.87,0.094,0,0.09,0,0.54,0.47,3591,0.032957,0.207,,,,19.5783,47.9085,-28.2,2.6648,2,0,0.148,0.383,-1.46,-0.16,-0.28,0.4,0.57,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.31,1.59,1.07,1.7,1.65,292.2838,292.2838,292.2838,1053.4,1053.4,1053.4,1094,1094,1094,4.6,-24.38,3.02,4.58,0.054,0,0.05,0,0.94,0.9,5852,0.852299,-0.124,,,,19.4781,40.9163,-32.9,8.8909,2,0,0.69,1.622,-2.36,-0.15,-0.75,0.29,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.48,1.9,1.23,2.34,2.11,43.48466,43.48466,43.48467,654.2,654.2,654.2,698.3,698.3,698.3,10.4,-22.69,3.62,19.02,0.14,0,0.14,0,0.94,0.9,5852,0.852299,-0.124,,,,19.4781,40.9163,-30.8,3.4264,2,0,0.69,1.622,-2.18,-0.14,-0.13,0.31,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.29,1.89,1.22,2.31,2.09,22.65721,22.65722,22.65722,555.8,555.8,555.8,599.7,599.7,599.7,10.1,-21.97,3.6,34.76,0.2,0,0.2,0,0.94,0.99,5666,0.906289,-0.223,,,,19.4884,38.6576,-30.1,2.6382,2,0,0.719,1.7,-2.06,-0.14,-0.01,0.33,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.56,1.78,1.16,2.07,1.92,9.250769,9.250771,9.250771,444.3,444.3,444.3,487,487,487,7.6,-20.86,3.38,67.97,0.313,0,0.31,0,0.94,0.99,5666,0.906289,-0.223,,,,19.4884,38.6576,-29.2,1.6856,2,0,0.719,1.7,-1.83,-0.14,0.03,0.35,0.4,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.44,1.36,0.98,1.33,1.34,372.078,372.078,372.0781,1118.9,1118.9,1118.9,1156.6,1156.6,1156.6,2.4,-24.29,2.58,6.85,0.075,0,0.07,0,1.15,1.14,6509,2.092939,-0.137,,,,19.4171,49.259,-33.2,8.1071,3,0,1.039,2.411,-2.4,-0.16,-0.95,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.15,2.08,1.34,2.8,2.41,88.25007,88.25008,88.2501,780.9,780.9,780.9,826.8,826.8,826.8,16.3,-23.66,3.96,20.05,0.154,0,0.15,0,1.15,1.14,6509,2.092939,-0.137,,,,19.4171,49.259,-31.6,3.9457,3,0,1.039,2.411,-2.29,-0.13,-0.06,0.3,0.27,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.4,1.69,1.12,1.89,1.79,51.80414,51.80414,51.80414,683.5,683.5,683.5,725.2,725.2,725.2,6,-22.63,3.21,30.09,0.201,0,0.2,0,1.15,1.14,6509,2.092939,-0.137,,,,19.4171,49.259,-31,3.0229,3,0,1.039,2.411,-2.22,-0.15,-0.41,0.31,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.44,1.36,0.98,1.33,1.34,197.224,197.224,197.224,954.7,954.7,954.7,992.5,992.5,992.5,2.4,-23.6,2.58,5.54,0.06,0,0.06,0,0.87,0.84,5787,0.710006,-0.272,,,,19.2925,50.5971,-32.5,7.4661,2,0,0.632,1.489,-2.34,-0.16,-0.89,0.29,0.29,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.81,1.24,0.94,1.17,1.21,44.72198,44.72199,44.722,658.8,658.8,658.8,695.1,695.1,695.1,1.7,-21.79,2.36,16.73,0.126,0,0.13,0,0.87,0.84,5787,0.710006,-0.272,,,,19.2925,50.5971,-30.9,3.5533,2,0,0.632,1.489,-2.18,-0.16,-0.82,0.3,0.32,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.96,1.03,0.88,0.9,0.96,1127.482,1127.482,1127.482,1476.3,1476.3,1476.3,1509.5,1509.5,1509.5,0.8,-24.91,1.96,1.9,0.029,0,0.03,0,0.84,0.91,5977,0.948212,-0.441,,,,19.6092,42.3705,-34.4,16.7825,3,0,0.722,1.693,-2.43,-0.17,-1.24,0.27,0.29,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.18,1.1,0.9,0.98,1.04,537.5353,537.5354,537.5355,1226.7,1226.7,1226.7,1261,1261,1261,1.1,-24.24,2.09,3.28,0.042,0,0.04,0,0.84,0.91,5977,0.948212,-0.441,,,,19.6092,42.3705,-33.6,11.5661,3,0,0.722,1.693,-2.4,-0.17,-1.16,0.27,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.17,1.31,0.96,1.26,1.29,302.3637,302.3637,302.3637,1062.4,1062.4,1062.4,1099.5,1099.5,1099.5,2.1,-23.99,2.49,5.03,0.056,0,0.06,0,0.84,0.91,5977,0.948212,-0.441,,,,19.6092,42.3705,-33,8.6681,3,0,0.722,1.693,-2.37,-0.16,-0.97,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.05,1.44,1.01,1.46,1.45,71.49694,71.49696,71.49696,740.8,740.8,740.8,779.7,779.7,779.7,3.1,-22.63,2.75,12.13,0.101,0,0.1,0,0.89,0.84,5826,0.72934,-0.197,,,,19.2412,48.0984,-31.4,4.4333,2,0,0.639,1.504,-2.24,-0.16,-0.7,0.3,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.07,1.06,0.89,0.94,1,465.9209,465.9209,465.921,1183.6,1183.6,1183.6,1217.4,1217.4,1217.4,0.9,-24.01,2.02,4.92,0.057,0,0.06,0,1.05,1.18,5900,1.513777,-0.151,,,,19.4405,38.4104,-33.4,11.0494,2,0,0.917,2.153,-2.39,-0.17,-1.17,0.27,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.72,1.79,1.17,2.09,1.94,114.4633,114.4633,114.4633,833.3,833.3,833.3,876.1,876.1,876.1,7.8,-23.62,3.41,14.17,0.115,0,0.12,0,1.05,1.18,5900,1.513777,-0.151,,,,19.4405,38.4104,-31.9,5.4703,2,0,0.917,2.153,-2.3,-0.14,-0.43,0.3,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.65,1.39,0.99,1.38,1.38,140.7772,140.7772,140.7773,877.6,877.6,877.6,915.7,915.7,915.7,2.6,-23.29,2.64,12.51,0.109,0,0.11,0,0.88,1.22,5949,1.672574,-0.497,,,,19.6948,38.7357,-32.1,5.9674,2,0,0.961,2.253,-2.32,-0.16,-0.83,0.29,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.62,2.06,1.33,2.74,2.37,50.49432,50.49433,50.49433,679.1,679.1,679.1,724.8,724.8,724.8,15.4,-23.03,3.92,27.01,0.182,0,0.18,0,0.88,1.22,5949,1.672574,-0.497,,,,19.6948,38.7357,-31,3.5729,2,0,0.961,2.253,-2.2,-0.13,0.03,0.31,0.28,0,0
Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.34,0.75,0.81,0.61,0.67,15.15374,15.15374,15.15374,502.7,502.7,502.7,531.1,531.1,531.1,0.3,-19.51,1.43,16.09,0.112,0,0.11,0,0.96,0.67,4661,0.190088,0.553,,,,19.6632,46.4386,-29.7,3.1884,2,0,0.347,0.85,-1.93,-0.18,-1.15,0.31,0.37,0,0
Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.27,0.69,0.79,0.55,0.62,6.898261,6.898262,6.898262,412.9,412.9,412.9,440.2,440.2,440.2,0.2,-18.48,1.32,28.91,0.166,0,0.17,0,0.96,0.67,4661,0.190088,0.553,,,,19.6632,46.4386,-28.8,2.1511,2,0,0.347,0.85,-1.72,-0.18,-1.14,0.33,0.46,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.02,1.66,1.1,1.83,1.74,89.51894,89.51894,89.51895,783.7,783.7,783.7,825,825,825,5.5,-23.18,3.15,20.1,0.152,0,0.15,0,1.08,1.31,6054,2.068246,-0.045,,,,19.7134,38.9458,-31.6,4.5941,2,0,1.061,2.484,-2.28,-0.15,-0.53,0.3,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,17.93,2.28,1.5,3.43,2.8,19.46108,19.46108,19.46108,535.1,535.1,535.1,583.2,583.2,583.2,26.9,-22.21,4.34,62.78,0.326,0,0.33,0,1.08,1.31,6054,2.068246,-0.045,,,,19.7134,38.9458,-30,2.1416,2,0,1.061,2.484,-2.03,-0.12,0.61,0.32,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.54,1.19,0.92,1.1,1.14,713.2713,713.2714,713.2715,1316.6,1316.6,1316.6,1352.1,1352.1,1352.1,1.4,-24.72,2.26,3.93,0.05,0,0.05,0,1.05,1.22,6045,1.783179,-0.144,,,,18.8263,48.7591,-33.9,13.0312,2,0,0.986,2.308,-2.42,-0.17,-1.12,0.27,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.92,1.27,0.95,1.2,1.23,293.0931,293.0931,293.0931,1054.1,1054.1,1054.1,1090.7,1090.7,1090.7,1.8,-23.88,2.41,7.63,0.078,0,0.08,0,1.05,1.22,6045,1.783179,-0.144,,,,18.8263,48.7591,-32.9,8.3427,2,0,0.986,2.308,-2.37,-0.16,-1,0.28,0.29,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.83,0.99,0.86,0.85,0.92,727.2211,727.2212,727.2214,1323,1323,1323,1355.6,1355.6,1355.6,0.7,-24.33,1.87,5.63,0.066,0,0.07,0,1.34,1.57,6152,3.167776,,,,,19.0122,43.8311,-33.9,12.7029,2,0,1.306,3.049,-2.42,-0.17,-1.24,0.27,0.29,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.27,1.12,0.9,1.01,1.06,231.4103,231.4103,231.4103,993.7,993.7,993.7,1028.2,1028.2,1028.2,1.1,-23.36,2.13,13.39,0.117,0,0.12,0,1.34,1.57,6152,3.167776,,,,,19.0122,43.8311,-32.7,7.1557,2,0,1.306,3.049,-2.36,-0.17,-1.08,0.28,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.23,1.32,0.97,1.28,1.3,257.7343,257.7344,257.7344,1020.8,1020.8,1020.8,1058.1,1058.1,1058.1,2.2,-23.84,2.51,5.26,0.055,0,0.06,0,0.8,0.94,5600,0.779646,-0.314,,,,19.9424,45.8699,-32.8,9.1176,2,0,0.67,1.586,-2.34,-0.16,-0.94,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.31,1.59,1.07,1.7,1.65,82.86178,82.86178,82.86179,768.7,768.7,768.7,809.2,809.2,809.2,4.6,-23,3.02,12.16,0.097,0,0.1,0,0.8,0.94,5600,0.779646,-0.314,,,,19.9424,45.8699,-31.5,5.1661,2,0,0.67,1.586,-2.25,-0.15,-0.58,0.3,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.23,1.32,0.97,1.28,1.3,21.9622,21.9622,21.9622,551.5,551.5,551.5,588.8,588.8,588.8,2.2,-21.15,2.51,12.9,0.095,0,0.1,0,0.67,0.67,4710,0.198209,-0.157,,,,19.4228,38.3631,-30.1,3.7591,2,0,0.353,0.864,-2.01,-0.16,-0.66,0.32,0.35,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.81,1.24,0.94,1.17,1.21,6.699866,6.699866,6.699867,409.9,409.9,409.9,446.2,446.2,446.2,1.7,-19.72,2.36,31.2,0.172,0,0.17,0,0.67,0.67,4710,0.198209,-0.157,,,,19.4228,38.3631,-28.8,2.076,2,0,0.353,0.864,-1.71,-0.16,-0.58,0.36,0.47,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.27,1.12,0.9,1.01,1.06,30.68558,30.68558,30.68559,599.6,599.6,599.6,634.2,634.2,634.2,1.1,-21.16,2.13,22.6,0.148,0,0.15,0,0.76,0.88,5577,0.672137,-0.567,,,,19.0684,44.7829,-30.5,3.1691,2,0,0.623,1.475,-2.11,-0.17,-0.89,0.3,0.34,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,1.31,1.13,0.91,1.02,1.08,12.06796,12.06796,12.06796,474.8,474.8,474.8,509.6,509.6,509.6,1.2,-20.16,2.15,45.35,0.236,0,0.24,0,0.76,0.88,5577,0.672137,-0.567,,,,19.0684,44.7829,-29.4,1.9872,2,0,0.623,1.475,-1.91,-0.17,-0.77,0.33,0.4,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.65,1.39,0.99,1.38,1.38,41.49321,41.49321,41.49322,646.6,646.6,646.6,684.7,684.7,684.7,2.6,-21.95,2.64,12.31,0.096,0,0.1,0,0.74,0.77,5178,0.382401,-0.225,,,,19.3239,48.6939,-30.8,4.2754,2,0,0.48,1.153,-2.14,-0.16,-0.68,0.31,0.32,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.2,1.58,1.07,1.68,1.63,15.91681,15.91681,15.91682,508.9,508.9,508.9,549.3,549.3,549.3,4.5,-21.19,3,25.19,0.155,0,0.15,0,0.74,0.77,5178,0.382401,-0.225,,,,19.3239,48.6939,-29.7,2.6476,2,0,0.48,1.153,-1.97,-0.15,-0.33,0.33,0.36,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.96,1.03,0.88,0.9,0.96,237.7703,237.7704,237.7704,1000.4,1000.4,1000.4,1033.7,1033.7,1033.7,0.8,-23.21,1.96,6.79,0.068,0,0.07,0,1.03,1.05,5774,1.09945,-0.233,,,,19.1865,45.6567,-32.7,8.2359,2,0,0.787,1.855,-2.35,-0.17,-1.14,0.28,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.58,0.88,0.84,0.74,0.81,114.4783,114.4783,114.4784,833.3,833.3,833.3,864.3,864.3,864.3,0.5,-22.08,1.68,11.84,0.098,0,0.1,0,1.03,1.05,5774,1.09945,-0.233,,,,19.1865,45.6567,-31.9,5.7122,2,0,0.787,1.855,-2.29,-0.18,-1.19,0.28,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.43,0.81,0.82,0.66,0.73,98.64307,98.64308,98.6431,802.9,802.9,802.9,832.4,832.4,832.4,0.4,-21.71,1.53,3.17,0.036,0,0.04,0,0.59,0.59,4498,0.127841,-0.329,,,,18.9885,44.6087,-31.7,8.7424,2,0,0.286,0.707,-2.19,-0.18,-1.23,0.28,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.53,0.86,0.83,0.72,0.79,14.78107,14.78107,14.78107,499.5,499.5,499.5,530.1,530.1,530.1,0.4,-19.79,1.64,13.3,0.093,0,0.09,0,0.59,0.59,4498,0.127841,-0.329,,,,18.9885,44.6087,-29.7,3.3814,2,0,0.286,0.707,-1.92,-0.18,-1.05,0.31,0.38,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.59,1.51,1.04,1.57,1.54,278.236,278.236,278.2361,1040.5,1040.5,1040.5,1080.1,1080.1,1080.1,3.7,-24.22,2.87,3.24,0.041,0,0.04,0,0.78,0.79,5376,0.467715,-0.191,,,,19.464,44.9,-32.9,10.2822,2,0,0.525,1.253,-2.33,-0.15,-0.81,0.29,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.14,1.46,1.02,1.48,1.47,38.65411,38.65411,38.65412,635.2,635.2,635.2,674.2,674.2,674.2,3.2,-21.98,2.77,14.51,0.11,0,0.11,0,0.78,0.79,5376,0.467715,-0.191,,,,19.464,44.9,-30.7,3.828,2,0,0.525,1.253,-2.14,-0.16,-0.6,0.31,0.32,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.45,0.82,0.82,0.67,0.74,92.01738,92.0174,92.0174,789.1,789.1,789.1,818.8,818.8,818.8,0.4,-21.67,1.55,6.74,0.065,0,0.07,0,0.67,0.78,5166,0.388774,-0.539,,,,19.4419,41.2086,-31.7,6.3983,2,0,0.484,1.164,-2.23,-0.18,-1.22,0.28,0.3,0,0
Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.39,0.78,0.81,0.64,0.71,38.11131,38.11131,38.11132,633,633,633,662.1,662.1,662.1,0.3,-20.61,1.49,13.06,0.101,0,0.1,0,0.67,0.78,5166,0.388774,-0.539,,,,19.4419,41.2086,-30.7,4.1165,2,0,0.484,1.164,-2.13,-0.18,-1.19,0.29,0.32,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.86,1,0.87,0.86,0.93,409.1697,409.1697,409.1698,1145.8,1145.8,1145.8,1178.6,1178.6,1178.6,0.7,-23.73,1.89,5.34,0.059,0,0.06,0,1.13,1.13,5938,1.42432,-0.297,,,,19.2441,43.3681,-33.3,10.2202,2,0,0.887,2.081,-2.39,-0.17,-1.2,0.27,0.3,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.18,1.1,0.9,0.98,1.04,164.6803,164.6803,164.6803,912.7,912.7,912.7,946.9,946.9,946.9,1.1,-22.94,2.09,10.42,0.093,0,0.09,0,1.13,1.13,5938,1.42432,-0.297,,,,19.2441,43.3681,-32.3,6.4787,2,0,0.887,2.081,-2.33,-0.17,-1.06,0.28,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.04,1.29,0.96,1.23,1.26,302.7241,302.7242,302.7242,1062.7,1062.7,1062.7,1099.5,1099.5,1099.5,1.9,-23.96,2.45,9.18,0.091,0,0.09,0,1.32,1.38,6189,2.506859,-0.217,,,,19.3997,45.1922,-33,8.0883,2,0,1.159,2.705,-2.38,-0.16,-0.98,0.28,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.3,1.33,0.97,1.29,1.31,163.0371,163.0371,163.0371,910.4,910.4,910.4,947.8,947.8,947.8,2.2,-23.36,2.53,14.61,0.124,0,0.12,0,1.32,1.38,6189,2.506859,-0.217,,,,19.3997,45.1922,-32.3,5.9335,2,0,1.159,2.705,-2.34,-0.16,-0.89,0.29,0.29,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.42,1.6,1.08,1.72,1.66,279.3529,279.353,279.353,1041.6,1041.6,1041.6,1082.2,1082.2,1082.2,4.8,-24.35,3.04,8.01,0.083,0,0.08,0,1.11,1.13,6402,1.924463,-0.129,,,,19.7535,50.6723,-32.9,7.2602,2,0,1.002,2.331,-2.38,-0.15,-0.73,0.29,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.02,1.66,1.1,1.83,1.74,159.0465,159.0465,159.0465,904.7,904.7,904.7,946.1,946.1,946.1,5.5,-23.81,3.15,12.13,0.11,0,0.11,0,1.11,1.13,6402,1.924463,-0.129,,,,19.7535,50.6723,-32.3,5.4766,2,0,1.002,2.331,-2.34,-0.15,-0.61,0.29,0.28,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,0.96,1.03,0.88,0.9,0.96,24.94939,24.9494,24.9494,569.4,569.4,569.4,602.6,602.6,602.6,0.8,-20.75,1.96,7.05,0.061,0,0.06,0,0.53,0.56,4262,0.092837,-0.163,,,,19.5674,45.1366,-30.2,4.8938,2,0,0.246,0.613,-2,-0.17,-0.95,0.31,0.35,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.23,1.32,0.97,1.28,1.3,2.963283,2.963283,2.963283,334.3,334.3,334.3,371.6,371.6,371.6,2.2,-18.97,2.51,34.99,0.177,0,0.18,0,0.53,0.56,4262,0.092837,-0.163,,,,19.5674,45.1366,-27.9,1.6861,2,0,0.246,0.613,-1.37,-0.16,-0.36,0.41,0.64,0,0
Hot,Jovian,rocky-water,hydrogen-rich,non-habitable,69.95,3.47,1.67,5.8,4.49,6.051062,6.051062,6.051064,399.6,399.6,399.6,454,454,454,116.9,-21.85,6.6,42.99,0.3671,0,0.37,0,0.81,1.04,5384,0.815411,-0.129,,,,19.7422,48.8106,-28.7,1.5098,2,0,0.693,1.653,-1.68,0.47,2.61,0.24,0.36,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,24.64,2.45,1.67,4.09,3.17,20.34898,20.34898,20.34898,541.1,541.1,541.1,591,591,591,41.1,-22.42,4.66,22.25,0.144,0,0.14,0,0.81,0.77,5307,0.421956,-0.035,,,,19.7263,42.3805,-30,2.8499,2,0,0.501,1.197,-2.03,-0.11,0.9,0.31,0.29,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.68,0.93,0.85,0.79,0.86,70.27321,70.27322,70.27323,737.6,737.6,737.6,769.3,769.3,769.3,0.6,-21.65,1.77,4.08,0.044,0,0.04,0,0.68,0.61,4493,0.136049,-0.046,,,,19.4312,40.3439,-31.4,7.3933,2,0,0.295,0.729,-2.16,-0.18,-1.12,0.29,0.31,0,0
Hot,Terran,rocky-iron,metals-rich,non-habitable,0.89,1.01,0.87,0.88,0.94,17.97449,17.97449,17.97449,524.6,524.6,524.6,557.5,557.5,557.5,0.8,-20.34,1.92,11.42,0.087,0,0.09,0,0.67,0.61,4493,0.136049,-0.046,,,,19.4312,40.3439,-29.9,3.7372,2,0,0.295,0.729,-1.96,-0.17,-0.94,0.31,0.37,0,0
Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.77,0.96,0.86,0.83,0.89,35.83567,35.83567,35.83568,623.3,623.3,623.3,655.5,655.5,655.5,0.7,-21,1.83,14.43,0.103,0,0.1,0,0.7,0.68,5502,0.380181,-0.827,,,,19.9668,40.6708,-30.6,3.5188,3,0,0.47,1.117,-2.14,-0.17,-1.04,0.3,0.33,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.97,1.43,1.01,1.44,1.44,15.82438,15.82438,15.82438,508.1,508.1,508.1,546.8,546.8,546.8,3,-20.97,2.72,26.68,0.155,0,0.15,0,0.7,0.68,5502,0.380181,-0.827,,,,19.9668,40.6708,-29.7,2.3381,3,0,0.47,1.117,-1.98,-0.16,-0.5,0.33,0.36,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.29,1.89,1.22,2.31,2.09,5.580961,5.580961,5.580962,391.6,391.6,391.6,435.5,435.5,435.5,10.1,-20.44,3.6,58.03,0.261,0,0.26,0,0.7,0.68,5502,0.380181,-0.827,,,,19.9668,40.6708,-28.6,1.3885,3,0,0.47,1.117,-1.65,-0.14,0.32,0.37,0.46,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.89,1.65,1.1,1.8,1.72,188.1603,188.1603,188.1603,943.6,943.6,943.6,984.8,984.8,984.8,5.4,-23.98,3.13,9.02,0.087,0,0.09,0,1.08,1.15,5886,1.424185,0.009,,,,19.3963,40.48,-32.4,7.0487,2,0,0.89,2.09,-2.34,-0.15,-0.64,0.29,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.4,1.49,1.03,1.53,1.51,79.31528,79.31528,79.3153,760.3,760.3,760.3,799.7,799.7,799.7,3.5,-22.81,2.83,17.34,0.134,0,0.13,0,1.07,1.15,5886,1.424185,0.009,,,,19.3963,40.48,-31.5,4.5747,2,0,0.89,2.09,-2.26,-0.15,-0.67,0.3,0.3,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.68,1.71,1.13,1.93,1.82,149.2889,149.2889,149.2889,890.5,890.5,890.5,932.5,932.5,932.5,6.4,-23.81,3.26,14.38,0.122,0,0.12,0,1.17,1.33,6117,2.222016,-0.297,,,,19.3389,50.8635,-32.2,5.8121,2,0,1.096,2.561,-2.33,-0.15,-0.55,0.29,0.28,0,0
Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.85,2.15,1.39,2.99,2.54,30.70736,30.70737,30.70737,599.7,599.7,599.7,646.4,646.4,646.4,19.3,-22.58,4.09,47.32,0.269,0,0.27,0,1.16,1.33,6117,2.222016,-0.297,,,,19.3389,50.8635,-30.5,2.6351,2,0,1.096,2.561,-2.13,-0.13,0.27,0.32,0.29,0,0
