,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
1835,Hot,Neptunian,gas,metals-rich,non-habitable,17.87319,17.8732,17.8732,6.82,3.26,0.2,0.64,1.45,523.8,523.8,523.8,879.9998278829605,883.6011474469306,889.4679288582904,1.3,-22.9,6.2,44.85,0.24600000000000002,0.0,0.25,0.0,0.99,1.03,5806.0,1.0816139999999999,-0.077,4.18801899007337,12.249795918367347,614.4452976190478,19.3952,48.4436,-29.9,2.2315,2.0,0.0,0.779,1.834,-2.01,2.63,-0.51,0.23,0.26,0.0,0.0
1836,Hot,Superterran,rocky-iron,metals-rich,non-habitable,309.4682,309.4682,309.4682,5.14,1.67,1.11,1.85,1.76,1068.6,1068.6,1068.6,1110.0,1110.0,1110.0,5.7,-24.55,3.17,6.1,0.065,0.0,0.07,0.0,0.89,1.09,5918.0,1.307503,-0.21899999999999997,4.18801899007337,12.249795918367347,614.4452976190478,19.2611,39.5947,-33.0,8.9457,3.0,0.0,0.851,1.9980000000000002,-2.37,-0.15,-0.69,0.29,0.28,0.0,0.0
1837,Hot,Neptunian,gas,metals-rich,non-habitable,66.70934,66.70934,66.70936,4.45,2.84,0.19,0.55,1.25,728.1,728.1,728.1,879.9998278829605,883.6011474469306,889.4679288582904,0.9,-24.04,5.41,19.31,0.14,0.0,0.14,0.0,0.89,1.09,5918.0,1.307503,-0.21899999999999997,4.18801899007337,12.249795918367347,614.4452976190478,19.2611,39.5947,-31.3,4.15,3.0,0.0,0.851,1.9980000000000002,-2.24,2.49,-0.83,0.22,0.23,0.0,0.0
1838,Hot,Neptunian,gas,metals-rich,non-habitable,15.87373,15.87373,15.87373,3.62,2.67,0.19,0.51,1.16,508.5,508.5,508.5,879.9998278829605,883.6011474469306,889.4679288582904,0.7,-22.33,5.07,56.63,0.287,0.0,0.29,0.0,0.89,1.09,5918.0,1.307503,-0.21899999999999997,4.18801899007337,12.249795918367347,614.4452976190478,19.2611,39.5947,-29.7,2.0241,3.0,0.0,0.851,1.9980000000000002,-1.98,2.44,-0.73,0.24,0.3,0.0,0.0
1839,Hot,Superterran,rocky-water,metals-rich,non-habitable,24.97865,26.19894,27.49533,7.31,2.15,0.74,1.58,1.84,569.6,576.3,583.4,610.8,617.5,624.6,5.4,-22.41,4.09,34.55,0.21,0.02,0.21,28.0,1.08,1.0,5990.0,1.155041,0.05,0.65,12.9,700.0,19.831,42.8829,-30.3,2.5386,3.0,0.0,0.7959999999999999,1.8659999999999999,-2.1,0.45,-0.24,0.32,0.3,0.0,0.0
1840,Hot,Terran,gas,metals-rich,non-habitable,10.36675,10.60713,10.85466,4.13,2.68,0.22,0.58,1.24,457.1,459.8,462.4,879.9998278829605,883.6011474469306,889.4679288582904,0.9,-21.9,5.09,66.06,0.33,0.01,0.33,72.0,1.08,1.0,5990.0,1.155041,0.05,0.65,12.9,700.0,19.831,42.8829,-29.3,1.6151,3.0,0.0,0.7959999999999999,1.8659999999999999,-1.87,2.25,-0.61,0.25,0.33,0.0,0.0
1841,Hot,Jovian,gas,hydrogen-rich,non-habitable,4.411606,4.44078,4.470211,131.95,11.58,0.08,0.98,3.38,369.2,369.8,370.4,879.9998278829605,883.6011474469306,889.4679288582904,11.2,-24.14,22.15,125.85,0.51,0.0,0.51,45.0,1.08,1.0,5990.0,1.155041,0.05,0.65,12.9,700.0,19.831,42.8829,-28.4,1.045,3.0,0.0,0.7959999999999999,1.8659999999999999,-1.54,8.53,1.66,0.1,0.26,0.0,0.0
1842,Hot,Superterran,rocky-iron,metals-rich,non-habitable,28.49604,28.49604,28.49605,16.81,2.25,1.47,3.32,2.73,588.6,588.6,588.6,636.4,636.4,636.4,24.8,-22.6,4.28,14.59,0.11,0.0,0.11,0.0,0.83,0.74,5147.0,0.344802,-0.061,4.18801899007337,12.249795918367347,614.4452976190478,19.094,42.6816,-30.4,3.5857,2.0,0.0,0.457,1.0979999999999999,-2.08,-0.12,0.45,0.32,0.29,0.0,0.0
1843,Hot,Neptunian,gas,metals-rich,non-habitable,8.204691,8.204691,8.204693,3.77,2.7,0.19,0.52,1.18,431.2,431.2,431.2,879.9998278829605,883.6011474469306,889.4679288582904,0.7,-21.64,5.13,36.77,0.205,0.0,0.2,0.0,0.85,0.74,5147.0,0.344802,-0.061,4.18801899007337,12.249795918367347,614.4452976190478,19.094,42.6816,-29.0,1.9238,2.0,0.0,0.457,1.0979999999999999,-1.78,2.45,-0.63,0.24,0.36,0.0,0.0
1844,Hot,Superterran,rocky-iron,metals-rich,non-habitable,548.3759,548.3759,548.376,14.15,2.16,1.4,3.03,2.56,1232.9,1232.9,1232.9,1279.6,1279.6,1279.6,19.8,-25.74,4.11,3.55,0.047,0.0,0.05,0.0,1.03,1.02,6002.0,1.211362,0.07,4.18801899007337,12.249795918367347,614.4452976190478,19.1944,42.4373,-33.6,11.5851,2.0,0.0,0.815,1.909,-2.4,-0.13,-0.32,0.29,0.25,0.0,0.0
1845,Hot,Superterran,rocky-iron,metals-rich,non-habitable,286.7129,286.713,286.713,8.1,1.88,1.22,2.29,2.08,1048.4,1048.4,1048.4,1092.1,1092.1,1092.1,9.9,-24.73,3.58,5.7,0.065,0.0,0.07,0.0,1.03,1.02,6002.0,1.211362,0.07,4.18801899007337,12.249795918367347,614.4452976190478,19.1944,42.4373,-32.9,8.3701,2.0,0.0,0.815,1.909,-2.37,-0.14,-0.49,0.29,0.27,0.0,0.0
1846,Hot,Terran,rocky-iron,metals-rich,non-habitable,397.8191,397.8191,397.8192,2.23,1.32,0.97,1.28,1.3,1137.8,1137.8,1137.8,1175.1,1175.1,1175.1,2.2,-24.31,2.51,2.58,0.035,0.0,0.04,0.0,0.88,0.83,5299.0,0.487328,0.077,4.18801899007337,12.249795918367347,614.4452976190478,19.7177,42.4243,-33.3,12.6635,5.0,0.0,0.539,1.288,-2.34,-0.16,-0.98,0.28,0.29,0.0,0.0
1847,Hot,Terran,rocky-iron,metals-rich,non-habitable,240.656,240.656,240.6561,3.22,1.47,1.02,1.5,1.48,1003.4,1003.4,1003.4,1042.5,1042.5,1042.5,3.3,-23.99,2.79,3.72,0.045,0.0,0.04,0.0,0.88,0.83,5299.0,0.487328,0.077,4.18801899007337,12.249795918367347,614.4452976190478,19.7177,42.4243,-32.7,9.8414,5.0,0.0,0.539,1.288,-2.32,-0.16,-0.82,0.29,0.29,0.0,0.0
1848,Hot,Superterran,rocky-iron,metals-rich,non-habitable,105.3911,105.3911,105.3911,16.11,2.23,1.45,3.24,2.69,816.3,816.3,816.3,863.8,863.8,863.8,23.4,-24.0,4.24,7.06,0.068,0.0,0.07,0.0,0.88,0.83,5299.0,0.487328,0.077,4.18801899007337,12.249795918367347,614.4452976190478,19.7177,42.4243,-31.8,6.5082,5.0,0.0,0.539,1.288,-2.26,-0.12,0.09,0.31,0.26,0.0,0.0
1849,Hot,Neptunian,gas,metals-rich,non-habitable,51.79386,51.79386,51.79386,3.62,2.67,0.19,0.51,1.16,683.5,683.5,683.5,879.9998278829605,883.6011474469306,889.4679288582904,0.7,-23.62,5.07,11.98,0.09699999999999999,0.0,0.1,0.0,0.88,0.83,5299.0,0.487328,0.077,4.18801899007337,12.249795918367347,614.4452976190478,19.7177,42.4243,-31.0,4.5612,5.0,0.0,0.539,1.288,-2.18,2.44,-0.87,0.23,0.25,0.0,0.0
1850,Hot,Superterran,rocky-iron,metals-rich,non-habitable,24.51227,24.51227,24.51227,20.36,2.35,1.57,3.68,2.94,566.9,566.9,566.9,615.7,615.7,615.7,31.9,-22.53,4.47,20.83,0.141,0.0,0.14,0.0,0.88,0.83,5299.0,0.487328,0.077,4.18801899007337,12.249795918367347,614.4452976190478,19.7177,42.4243,-30.2,3.1374,5.0,0.0,0.539,1.288,-2.06,-0.12,0.66,0.32,0.29,0.0,0.0
1851,Hot,Neptunian,gas,metals-rich,non-habitable,45.24982,45.24982,45.24983,5.66,3.07,0.2,0.6,1.36,660.8,660.8,660.8,879.9998278829605,883.6011474469306,889.4679288582904,1.1,-23.78,5.83,19.25,0.14400000000000002,0.0,0.14,0.0,1.01,0.96,5804.0,0.9383,0.134,4.18801899007337,12.249795918367347,614.4452976190478,19.0905,42.4065,-30.9,3.5533,2.0,0.0,0.726,1.709,-2.18,2.56,-0.71,0.23,0.23,0.0,0.0
1852,Hot,Neptunian,gas,metals-rich,non-habitable,11.47122,11.47122,11.47123,11.18,3.83,0.2,0.76,1.71,468.9,468.9,468.9,879.9998278829605,883.6011474469306,889.4679288582904,2.2,-22.77,7.28,54.16,0.28600000000000003,0.0,0.29,0.0,1.01,0.96,5804.0,0.9383,0.134,4.18801899007337,12.249795918367347,614.4452976190478,19.0905,42.4065,-29.4,1.7889,2.0,0.0,0.726,1.709,-1.89,2.87,-0.2,0.23,0.28,0.0,0.0
1853,Hot,Superterran,rocky-iron,metals-rich,non-habitable,457.1841,457.1841,457.1842,6.4,1.77,1.16,2.05,1.9,1178.1,1178.1,1178.1,1220.6,1220.6,1220.6,7.4,-25.1,3.36,3.7,0.048,0.0,0.05,0.0,1.08,0.98,5913.0,1.053352,-0.001,4.18801899007337,12.249795918367347,614.4452976190478,19.1595,46.0593,-33.4,10.8968,2.0,0.0,0.764,1.794,-2.39,-0.14,-0.66,0.29,0.27,0.0,0.0
1854,Hot,Neptunian,gas,metals-rich,non-habitable,208.957,208.957,208.957,3.82,2.71,0.19,0.52,1.19,968.6,968.6,968.6,879.9998278829605,883.6011474469306,889.4679288582904,0.7,-25.18,5.15,6.63,0.071,0.0,0.07,0.0,1.09,0.98,5913.0,1.053352,-0.001,4.18801899007337,12.249795918367347,614.4452976190478,19.1595,46.0593,-32.6,7.3608,2.0,0.0,0.764,1.794,-2.35,2.45,-0.99,0.22,0.23,0.0,0.0
1855,Hot,Terran,rocky-iron,metals-rich,non-habitable,73.07803,73.07804,73.07806,1.7,1.22,0.93,1.14,1.18,744.9,744.9,744.9,780.9,780.9,780.9,1.6,-22.29,2.32,12.65,0.099,0.0,0.1,0.0,0.81,0.9,5603.0,0.716238,-0.332,4.18801899007337,12.249795918367347,614.4452976190478,19.0231,45.3678,-31.4,4.8461,3.0,0.0,0.642,1.5190000000000001,-2.24,-0.17,-0.89,0.29,0.31,0.0,0.0
1856,Hot,Terran,rocky-iron,metals-rich,non-habitable,35.52061,35.52062,35.52063,1.45,1.16,0.92,1.07,1.11,622.0,622.0,622.0,657.2,657.2,657.2,1.3,-21.4,2.21,21.53,0.142,0.0,0.14,0.0,0.82,0.9,5603.0,0.716238,-0.332,4.18801899007337,12.249795918367347,614.4452976190478,19.0231,45.3678,-30.6,3.3781,3.0,0.0,0.642,1.5190000000000001,-2.14,-0.17,-0.87,0.3,0.33,0.0,0.0
1857,Hot,Terran,rocky-iron,metals-rich,non-habitable,19.42919,19.4292,19.4292,2.44,1.36,0.98,1.33,1.34,534.9,534.9,534.9,572.6,572.6,572.6,2.4,-21.07,2.58,33.88,0.192,0.0,0.19,0.0,0.82,0.9,5603.0,0.716238,-0.332,4.18801899007337,12.249795918367347,614.4452976190478,19.0231,45.3678,-30.0,2.4982,3.0,0.0,0.642,1.5190000000000001,-2.02,-0.16,-0.61,0.32,0.35,0.0,0.0
1858,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,60.29533,60.29533,60.29533,0.71,0.94,0.85,0.8,0.87,709.9,709.9,709.9,741.8,741.8,741.8,0.6,-21.51,1.79,3.62,0.039,0.0,0.04,0.0,0.6,0.56,4249.0,0.091709,0.168,4.18801899007337,12.249795918367347,226.0,19.1027,49.4373,-31.2,7.6578,5.0,2.0,0.244,0.61,-2.12,-0.18,-1.1,0.29,0.32,0.0,0.0
1859,Hot,Superterran,rocky-iron,metals-rich,non-habitable,31.45034,31.45034,31.45034,13.85,2.15,1.39,2.99,2.54,603.3,603.3,603.3,650.0,650.0,650.0,19.3,-22.61,4.09,5.84,0.054000000000000006,0.0,0.05,0.0,0.62,0.56,4249.0,0.091709,0.168,4.18801899007337,12.249795918367347,226.0,19.1027,49.4373,-30.5,5.5287,5.0,2.0,0.244,0.61,-2.04,-0.13,0.27,0.33,0.29,0.0,0.0
1860,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.161595,6.161595,6.161596,17.55,2.27,1.49,3.39,2.78,401.4,401.4,401.4,449.4,449.4,449.4,26.2,-20.95,4.32,19.85,0.122,0.0,0.12,0.0,0.62,0.56,4249.0,0.091709,0.168,4.18801899007337,12.249795918367347,226.0,19.1027,49.4373,-28.7,2.4464,5.0,2.0,0.244,0.61,-1.67,-0.12,0.95,0.34,0.42,0.0,0.0
1861,Warm,Terran,rocky-iron,metals-rich,mesoplanet,1.005184,1.222288,1.501434,3.32,1.48,1.03,1.52,1.5,255.1,267.4,282.0,294.3,306.6,321.3,3.4,-18.25,2.81,34.14,0.149,0.1,0.15,0.0,0.45,0.43,3572.0,0.027000000000000003,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.0,1.5455,5.0,2.0,0.134,0.34700000000000003,-0.86,-0.16,0.04,0.53,0.85,0.0,1.0
1862,Warm,Superterran,rocky-iron,metals-rich,psychroplanet,0.2687829,0.3395788,0.4353369,6.14,1.75,1.15,2.01,1.87,183.4,194.0,206.9,225.8,236.3,249.3,7.0,-17.22,3.33,63.34,0.28300000000000003,0.12,0.28,0.0,0.45,0.43,3572.0,0.027000000000000003,-0.12,4.2,10.1,226.0,19.1027,49.4373,-25.6,0.8155,5.0,2.0,0.134,0.34700000000000003,0.4,-0.14,0.86,0.51,0.6,0.0,1.0
1863,Hot,Neptunian,gas,metals-rich,non-habitable,16.07615,16.07615,16.07616,4.57,2.87,0.19,0.56,1.26,510.1,510.1,510.1,879.9998278829605,883.6011474469306,889.4679288582904,0.9,-22.5,5.45,38.87,0.217,0.0,0.22,0.0,0.9,0.92,5619.0,0.7570100000000001,-0.12,4.18801899007337,12.249795918367347,614.4452976190478,18.8806,48.7776,-29.8,2.2595,2.0,0.0,0.659,1.56,-1.98,2.5,-0.65,0.24,0.29,0.0,0.0
1864,Hot,Jovian,gas,hydrogen-rich,non-habitable,6.705374,6.705375,6.705377,55.96,6.53,0.2,1.31,2.93,410.0,410.0,410.0,879.9998278829605,883.6011474469306,889.4679288582904,11.2,-23.34,12.43,74.92,0.336,0.0,0.34,0.0,0.9,0.92,5619.0,0.7570100000000001,-0.12,4.18801899007337,12.249795918367347,614.4452976190478,18.8806,48.7776,-28.8,1.4592,2.0,0.0,0.659,1.56,-1.72,4.22,1.07,0.18,0.26,0.0,0.0
1865,Hot,Superterran,rocky-iron,metals-rich,non-habitable,18.74354,18.74354,18.74355,9.51,1.96,1.26,2.47,2.2,530.1,530.1,530.1,574.7,574.7,574.7,12.0,-21.84,3.73,10.48,0.08,0.0,0.08,0.0,0.65,0.58,4465.0,0.119959,-0.121,4.18801899007337,12.249795918367347,474.0,18.8693,48.8254,-29.9,3.8644,3.0,1.0,0.27699999999999997,0.6859999999999999,-1.96,-0.14,0.12,0.34,0.32,0.0,0.0
1866,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.485654,6.485655,6.485656,8.88,1.93,1.24,2.39,2.15,406.6,406.6,406.6,450.8,450.8,450.8,11.0,-20.64,3.66,22.93,0.136,0.0,0.14,0.0,0.65,0.58,4465.0,0.119959,-0.121,4.18801899007337,12.249795918367347,474.0,18.8693,48.8254,-28.8,2.2729,3.0,1.0,0.27699999999999997,0.6859999999999999,-1.69,-0.14,0.33,0.37,0.44,0.0,0.0
1867,Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,1.289531,1.289531,1.289532,26.81,2.5,1.72,4.3,3.28,271.5,271.5,271.5,321.9,321.9,321.9,46.1,-19.45,4.75,77.47,0.305,0.0,0.3,0.0,0.65,0.58,4465.0,0.119959,-0.121,4.18801899007337,12.249795918367347,474.0,18.8693,48.8254,-27.0,1.0134,3.0,1.0,0.27699999999999997,0.6859999999999999,-0.86,-0.11,2.11,0.3,0.68,0.0,1.0
1868,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,592.1912,592.1912,592.1913,2.23,1.32,0.97,1.28,1.3,1256.8,1256.8,1256.8,1294.1,1294.1,1294.1,2.2,-24.75,2.51,2.93,0.04,0.0,0.04,0.0,0.97,1.03,5617.0,0.947506,-0.052000000000000005,4.18801899007337,12.249795918367347,614.4452976190478,18.8805,48.5805,-33.7,13.7556,4.0,0.0,0.738,1.745,-2.38,-0.16,-1.02,0.28,0.29,0.0,0.0
1869,Hot,Neptunian,gas,no-atmosphere,non-habitable,193.3686,193.3686,193.3686,3.52,2.64,0.19,0.5,1.15,950.0,950.0,950.0,879.9998278829605,883.6011474469306,889.4679288582904,0.7,-25.04,5.02,6.89,0.07,0.0,0.07,0.0,0.97,1.03,5617.0,0.947506,-0.052000000000000005,4.18801899007337,12.249795918367347,614.4452976190478,18.8805,48.5805,-32.5,7.8476,4.0,0.0,0.738,1.745,-2.32,2.43,-1.01,0.22,0.23,0.0,0.0
1870,Hot,Superterran,rocky-iron,metals-rich,non-habitable,68.04839,68.0484,68.04841,7.73,1.86,1.2,2.24,2.04,731.7,731.7,731.7,775.3,775.3,775.3,9.3,-23.13,3.53,15.05,0.11800000000000001,0.0,0.12,0.0,0.97,1.03,5617.0,0.947506,-0.052000000000000005,4.18801899007337,12.249795918367347,614.4452976190478,18.8805,48.5805,-31.3,4.6530000000000005,4.0,0.0,0.738,1.745,-2.23,-0.14,-0.27,0.31,0.28,0.0,0.0
1871,Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.57657,19.57657,19.57657,7.92,1.87,1.21,2.26,2.06,535.9,535.9,535.9,579.6,579.6,579.6,9.6,-21.78,3.56,38.29,0.22,0.0,0.22,0.0,0.97,1.03,5617.0,0.947506,-0.052000000000000005,4.18801899007337,12.249795918367347,614.4452976190478,18.8805,48.5805,-30.0,2.4952,4.0,0.0,0.738,1.745,-2.03,-0.14,-0.01,0.33,0.33,0.0,0.0
1872,Hot,Superterran,rocky-iron,metals-rich,non-habitable,105.6005,105.6005,105.6005,5.14,1.67,1.11,1.85,1.76,816.7,816.7,816.7,858.1,858.1,858.1,5.7,-23.37,3.17,10.45,0.094,0.0,0.09,0.0,0.94,0.9,5986.0,0.9330860000000001,-0.23800000000000002,4.18801899007337,12.249795918367347,614.4452976190478,19.6859,48.5997,-31.8,5.1041,2.0,0.0,0.716,1.6780000000000002,-2.29,-0.15,-0.54,0.3,0.28,0.0,0.0
1873,Hot,Superterran,rocky-iron,metals-rich,non-habitable,17.33587,17.33587,17.33588,16.81,2.25,1.47,3.32,2.73,519.9,519.9,519.9,567.6,567.6,567.6,24.8,-22.06,4.28,40.71,0.23199999999999998,0.0,0.23,0.0,0.94,0.9,5986.0,0.9330860000000001,-0.23800000000000002,4.18801899007337,12.249795918367347,614.4452976190478,19.6859,48.5997,-29.8,2.0675,2.0,0.0,0.716,1.6780000000000002,-2.01,-0.12,0.59,0.32,0.31,0.0,0.0
1874,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,641.1633,641.1634,641.1635,2.37,1.34,0.97,1.31,1.33,1282.0,1282.0,1282.0,1319.6,1319.6,1319.6,2.3,-24.87,2.55,2.51,0.036000000000000004,0.0,0.04,0.0,0.91,0.9,5815.0,0.8309479999999999,-0.17800000000000002,4.18801899007337,12.249795918367347,614.4452976190478,18.9322,49.233000000000004,-33.8,13.3531,3.0,0.0,0.6829999999999999,1.607,-2.4,-0.16,-1.01,0.28,0.29,0.0,0.0
1875,Hot,Terran,rocky-iron,metals-rich,non-habitable,230.8188,230.8188,230.8188,2.37,1.34,0.97,1.31,1.33,993.0,993.0,993.0,1030.6,1030.6,1030.6,2.3,-23.76,2.55,5.42,0.06,0.0,0.06,0.0,0.91,0.9,5815.0,0.8309479999999999,-0.17800000000000002,4.18801899007337,12.249795918367347,614.4452976190478,18.9322,49.233000000000004,-32.7,8.0002,3.0,0.0,0.6829999999999999,1.607,-2.35,-0.16,-0.92,0.28,0.29,0.0,0.0
1876,Hot,Superterran,rocky-iron,metals-rich,non-habitable,66.24264,66.24265,66.24265,6.1,1.75,1.14,2.0,1.87,726.8,726.8,726.8,769.1,769.1,769.1,7.0,-22.97,3.32,13.75,0.11199999999999999,0.0,0.11,0.0,0.91,0.9,5815.0,0.8309479999999999,-0.17800000000000002,4.18801899007337,12.249795918367347,614.4452976190478,18.9322,49.233000000000004,-31.3,4.2834,3.0,0.0,0.6829999999999999,1.607,-2.24,-0.14,-0.39,0.31,0.29,0.0,0.0
1877,Hot,Neptunian,gas,metals-rich,non-habitable,38.91727,38.91728,38.91729,13.26,4.05,0.2,0.81,1.81,636.3,636.3,636.3,879.9998278829605,883.6011474469306,889.4679288582904,2.6,-24.22,7.71,30.18,0.193,0.0,0.19,0.0,1.05,1.22,5740.0,1.44963,-0.23800000000000002,4.18801899007337,12.249795918367347,614.4452976190478,19.6211,43.6293,-30.7,3.3692,2.0,0.0,0.9059999999999999,2.136,-2.16,2.97,-0.34,0.21,0.2,0.0,0.0
1878,Hot,Jovian,gas,metals-rich,non-habitable,5.729558,5.729558,5.729559,579.403626173097,12.44,1.525530303030303,6.3823641588296764,4.238435214211076,394.2,394.2,394.2,879.9998278829605,883.6011474469306,889.4679288582904,4536.8270898641595,-24.58,23.82,127.28,0.503,0.0,0.5,0.0,1.05,1.22,5740.0,1.44963,-0.23800000000000002,4.18801899007337,12.249795918367347,614.4452976190478,19.6211,43.6293,-28.6,1.2926,2.0,0.0,0.9059999999999999,2.136,-1.65,3.728769592476489,4.429553382663848,0.21608879492600425,0.22,0.0,0.0
1879,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,86.83551,86.83553,86.83553,0.58,0.88,0.84,0.74,0.81,777.7,777.7,777.7,808.6,808.6,808.6,0.5,-21.78,1.68,1.94,0.024,0.0,0.02,0.0,0.59,0.48,3944.0,0.050017,0.102,4.18801899007337,12.249795918367347,614.4452976190478,18.8757,43.6571,-31.6,10.6737,2.0,0.0,0.182,0.461,-2.13,-0.18,-1.17,0.29,0.31,0.0,0.0
1880,Hot,Terran,rocky-iron,metals-rich,non-habitable,15.39466,15.39466,15.39466,1.35,1.14,0.91,1.04,1.09,504.6,504.6,504.6,539.5,539.5,539.5,1.2,-20.45,2.17,7.06,0.057,0.0,0.06,0.0,0.59,0.48,3944.0,0.050017,0.102,4.18801899007337,12.249795918367347,614.4452976190478,18.8757,43.6571,-29.7,4.4889,2.0,0.0,0.182,0.461,-1.89,-0.17,-0.79,0.33,0.38,0.0,0.0
1881,Hot,Neptunian,gas,metals-rich,non-habitable,140.6924,140.6924,140.6924,4.51,2.86,0.19,0.55,1.26,877.4,877.4,877.4,879.9998278829605,883.6011474469306,889.4679288582904,0.9,-24.86,5.43,3.3,0.039,0.0,0.04,0.0,0.8,0.69,4731.0,0.213993,0.523,4.18801899007337,12.249795918367347,614.4452976190478,19.6295,40.5576,-32.1,9.4392,4.0,0.0,0.36700000000000005,0.897,-2.24,2.49,-0.91,0.22,0.22,0.0,0.0
1882,Hot,Superterran,rocky-iron,metals-rich,non-habitable,73.38585,73.38585,73.38586,14.46,2.17,1.41,3.06,2.58,745.7,745.7,745.7,792.6,792.6,792.6,20.4,-23.55,4.13,5.32,0.054000000000000006,0.0,0.05,0.0,0.8,0.69,4731.0,0.213993,0.523,4.18801899007337,12.249795918367347,614.4452976190478,19.6295,40.5576,-31.4,6.8135,4.0,0.0,0.36700000000000005,0.897,-2.18,-0.13,0.1,0.31,0.26,0.0,0.0
1883,Hot,Neptunian,gas,metals-rich,non-habitable,33.43642,33.43643,33.43644,3.97,2.74,0.19,0.53,1.2,612.6,612.6,612.6,879.9998278829605,883.6011474469306,889.4679288582904,0.8,-23.2,5.22,9.65,0.08,0.0,0.08,0.0,0.8,0.69,4731.0,0.213993,0.523,4.18801899007337,12.249795918367347,614.4452976190478,19.6295,40.5576,-30.6,4.5976,4.0,0.0,0.36700000000000005,0.897,-2.08,2.46,-0.79,0.23,0.26,0.0,0.0
1884,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,378.0319,378.0319,378.032,1.59,1.2,0.93,1.11,1.15,1123.4,1123.4,1123.4,1159.0,1159.0,1159.0,1.5,-24.04,2.28,1.5,0.0238,0.0,0.02,0.0,0.8,0.69,4731.0,0.213993,-0.06014540337711069,4.18801899007337,14.8,614.4452976190478,19.6295,40.5576,-33.2,15.5024,4.0,0.0,0.36700000000000005,0.897,-2.29,-0.17,-1.06,0.28,0.29,0.0,0.0
1885,Hot,Neptunian,gas,metals-rich,non-habitable,115.8458,115.8458,115.8458,11.32,3.61,0.24,0.87,1.77,835.8,835.8,835.8,879.9998278829605,883.6011474469306,889.4679288582904,2.7,-25.16,6.86,5.49,0.0586,0.0,0.06,0.0,0.83,0.87,4918.0,0.397267,-0.071,4.18801899007337,15.8,614.4452976190478,19.9483,40.3431,-31.9,7.9236,3.0,0.0,0.496,1.202,-2.24,2.47,-0.54,0.23,0.2,0.0,0.0
1886,Hot,Superterran,gas,metals-rich,non-habitable,66.81301,66.81301,66.81303,6.1,3.3,0.17,0.56,1.36,728.4,728.4,728.4,879.9998278829605,883.6011474469306,889.4679288582904,1.0,-24.37,6.28,8.29,0.0771,0.0,0.08,0.0,0.83,0.87,4918.0,0.397267,-0.071,4.18801899007337,15.8,614.4452976190478,19.9483,40.3431,-31.3,6.0154,3.0,0.0,0.496,1.202,-2.18,2.9,-0.76,0.21,0.22,0.0,0.0
1887,Hot,Neptunian,gas,metals-rich,non-habitable,27.13387,27.13387,27.13387,3.82,2.71,0.19,0.52,1.19,581.5,581.5,581.5,879.9998278829605,883.6011474469306,889.4679288582904,0.7,-22.95,5.15,16.74,0.121,0.0,0.12,0.0,0.83,0.87,4918.0,0.397267,-0.071,4.18801899007337,15.8,614.4452976190478,19.9483,40.3431,-30.3,3.8324,3.0,0.0,0.496,1.202,-2.06,2.45,-0.78,0.23,0.27,0.0,0.0
1888,Hot,Terran,rocky-iron,metals-rich,non-habitable,112.0569,112.057,112.057,3.69,1.52,1.04,1.59,1.56,828.9,828.9,828.9,868.7,868.7,868.7,3.8,-23.24,2.89,4.65,0.05,0.0,0.05,0.0,0.82,0.72,4954.0,0.280142,0.155,4.18801899007337,12.249795918367347,614.4452976190478,19.2359,40.6161,-31.9,7.6797,4.0,0.0,0.415,1.006,-2.24,-0.15,-0.69,0.3,0.29,0.0,0.0
1889,Hot,Superterran,rocky-iron,metals-rich,non-habitable,62.40641,62.40641,62.40643,20.36,2.35,1.57,3.68,2.94,716.1,716.1,716.1,764.9,764.9,764.9,31.9,-23.55,4.47,7.24,0.067,0.0,0.07,0.0,0.82,0.72,4954.0,0.280142,0.155,4.18801899007337,12.249795918367347,614.4452976190478,19.2359,40.6161,-31.2,5.7292,4.0,0.0,0.415,1.006,-2.18,-0.12,0.4,0.31,0.26,0.0,0.0
